Source User,Application,Category,Verdict,AD Group,Bytes
example_domain\tamara.blankenship,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,66657335
example_domain\tamara.blankenship,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,29764738
example_domain\tamara.blankenship,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,21972744
example_domain\tamara.blankenship,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,13215073
example_domain\tamara.blankenship,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,4297990
example_domain\tamara.blankenship,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2886658
example_domain\tamara.blankenship,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2003327
example_domain\tamara.blankenship,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1600530
example_domain\tamara.blankenship,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,881408
example_domain\tamara.blankenship,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,767859
example_domain\tamara.blankenship,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,713580
example_domain\tamara.blankenship,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,402527
example_domain\tamara.blankenship,cust-beyond-trust-ssl,remote-access,"Error during policy testing: Unrecognized application
Error parsing arguments
",unknown,219732
example_domain\tamara.blankenship,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,71800
example_domain\matthew.santana,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,8168584446
example_domain\matthew.santana,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1501611812
example_domain\matthew.santana,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,851375566
example_domain\matthew.santana,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,447744709
example_domain\matthew.santana,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,344345957
example_domain\matthew.santana,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,177721569
example_domain\matthew.santana,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,145994930
example_domain\matthew.santana,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,113184066
example_domain\matthew.santana,ms-powerpoint-online,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,96938269
example_domain\matthew.santana,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,60315634
example_domain\matthew.santana,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,48407987
example_domain\matthew.santana,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,38810388
example_domain\matthew.santana,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,26787778
example_domain\matthew.santana,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,24848524
example_domain\matthew.santana,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,15572068
example_domain\matthew.santana,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,9894069
example_domain\matthew.santana,draw.io-base,office-programs,The application is blocked by security rule 'not-authorized-for-office-programs',irrelevant,9761086
example_domain\matthew.santana,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9388557
example_domain\matthew.santana,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,5096158
example_domain\matthew.santana,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,4585443
example_domain\matthew.santana,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,4310165
example_domain\matthew.santana,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3248114
example_domain\matthew.santana,google-maps,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2025631
example_domain\matthew.santana,google-app-engine,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2024331
example_domain\matthew.santana,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2016899
example_domain\matthew.santana,smartsheet-base,social-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1870349
example_domain\matthew.santana,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,976247
example_domain\matthew.santana,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,288112
example_domain\matthew.santana,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,275474
example_domain\matthew.santana,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,190851
example_domain\matthew.santana,okta,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,113459
example_domain\matthew.santana,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,80963
example_domain\eric.mcbride,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,9380985872
example_domain\eric.mcbride,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1015278571
example_domain\eric.mcbride,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,777098856
example_domain\eric.mcbride,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,279107843
example_domain\eric.mcbride,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,222977832
example_domain\eric.mcbride,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,108889656
example_domain\eric.mcbride,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,106797420
example_domain\eric.mcbride,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,62618460
example_domain\eric.mcbride,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,48176498
example_domain\eric.mcbride,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,36395015
example_domain\eric.mcbride,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,18723838
example_domain\eric.mcbride,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,9130368
example_domain\eric.mcbride,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,6818969
example_domain\eric.mcbride,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,5587681
example_domain\eric.mcbride,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1739728
example_domain\eric.mcbride,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,853396
example_domain\eric.mcbride,google-maps,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,825031
example_domain\eric.mcbride,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,493162
example_domain\eric.mcbride,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,377634
example_domain\eric.mcbride,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,247944
example_domain\eric.mcbride,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,195248
example_domain\eric.mcbride,vimeo-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,130037
example_domain\eric.mcbride,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,68975
example_domain\victor.robles,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,9871128212
example_domain\victor.robles,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,619546304
example_domain\victor.robles,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,494581224
example_domain\victor.robles,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,291324609
example_domain\victor.robles,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,198485850
example_domain\victor.robles,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,188376073
example_domain\victor.robles,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,124522748
example_domain\victor.robles,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,112015862
example_domain\victor.robles,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,61358869
example_domain\victor.robles,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,26129650
example_domain\victor.robles,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,11782172
example_domain\victor.robles,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,11086855
example_domain\victor.robles,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,8745251
example_domain\victor.robles,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,8326516
example_domain\victor.robles,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6576379
example_domain\victor.robles,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,4428080
example_domain\victor.robles,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3620032
example_domain\victor.robles,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2547612
example_domain\victor.robles,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,2349194
example_domain\victor.robles,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2314923
example_domain\victor.robles,okta,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1856893
example_domain\victor.robles,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,972031
example_domain\victor.robles,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,349991
example_domain\ruben.smith,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,9642284097
example_domain\ruben.smith,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,626283423
example_domain\ruben.smith,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,429245016
example_domain\ruben.smith,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,354790447
example_domain\ruben.smith,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,310479568
example_domain\ruben.smith,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,151959836
example_domain\ruben.smith,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,61619782
example_domain\ruben.smith,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,53690252
example_domain\ruben.smith,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,50691450
example_domain\ruben.smith,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,27541912
example_domain\ruben.smith,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,26244572
example_domain\ruben.smith,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,21747756
example_domain\ruben.smith,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,18230862
example_domain\ruben.smith,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,6940093
example_domain\ruben.smith,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3742999
example_domain\ruben.smith,google-app-engine,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2942981
example_domain\ruben.smith,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2089137
example_domain\ruben.smith,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2078756
example_domain\ruben.smith,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,971739
example_domain\ruben.smith,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,648911
example_domain\ruben.smith,github-base,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,283635
example_domain\ruben.smith,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,78258
example_domain\ruben.smith,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,67849
example_domain\ashley.colon,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,4726421497
example_domain\ashley.colon,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2198778442
example_domain\ashley.colon,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,1851297250
example_domain\ashley.colon,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1105091057
example_domain\ashley.colon,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,339248193
example_domain\ashley.colon,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,285342594
example_domain\ashley.colon,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,247740305
example_domain\ashley.colon,ms-visual-studio-tfs-base,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,243861949
example_domain\ashley.colon,rtp-audio,audio-streaming,The application is allowed provided the user is in the AD group 'managed-user',managed-user,206743286
example_domain\ashley.colon,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,198616001
example_domain\ashley.colon,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,105609834
example_domain\ashley.colon,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,83271576
example_domain\ashley.colon,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,46470896
example_domain\ashley.colon,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,24794839
example_domain\ashley.colon,http-video,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,17394446
example_domain\ashley.colon,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,11844250
example_domain\ashley.colon,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9134040
example_domain\ashley.colon,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,8958406
example_domain\ashley.colon,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,4978729
example_domain\ashley.colon,ms-quick-assist,remote-access,The application is blocked by security rule 'blocked-category-very-low-risk-apps',irrelevant,3319959
example_domain\ashley.colon,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2151546
example_domain\ashley.colon,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2066151
example_domain\ashley.colon,jamf,management,The application is allowed by security rule 'endpoint-management-apple',irrelevant,1277672
example_domain\ashley.colon,twitter-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,654862
example_domain\ashley.colon,windows-defender-atp-endpoint,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,624697
example_domain\ashley.colon,github-base,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,246948
example_domain\larry.ray,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,6366495517
example_domain\larry.ray,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1108458022
example_domain\larry.ray,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,1030245167
example_domain\larry.ray,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,985717957
example_domain\larry.ray,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,970622787
example_domain\larry.ray,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,211459071
example_domain\larry.ray,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,163480357
example_domain\larry.ray,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,111516584
example_domain\larry.ray,new-relic,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,111354686
example_domain\larry.ray,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,95862197
example_domain\larry.ray,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,93679681
example_domain\larry.ray,boxnet-uploading,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,63054733
example_domain\larry.ray,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,46781911
example_domain\larry.ray,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,26322003
example_domain\larry.ray,ms-powerpoint-online,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,25063778
example_domain\larry.ray,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,23132220
example_domain\larry.ray,sap,erp-crm,The application is allowed provided the user is in the AD group 'managed-user',managed-user,15788110
example_domain\larry.ray,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,15282821
example_domain\larry.ray,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,12331770
example_domain\larry.ray,sharepoint-base,social-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9224912
example_domain\larry.ray,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5699097
example_domain\larry.ray,concur-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1804726
example_domain\larry.ray,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1777599
example_domain\larry.ray,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1365032
example_domain\larry.ray,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1123348
example_domain\larry.ray,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1093718
example_domain\larry.ray,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,1083606
example_domain\larry.ray,cust-beyond-trust-ssl,remote-access,"Error during policy testing: Unrecognized application
Error parsing arguments
",unknown,842732
example_domain\larry.ray,openai-chatgpt,artificial-intelligence,The application is allowed provided the user is in the AD group 'managed-user',managed-user,791306
example_domain\larry.ray,google-maps,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,593632
example_domain\larry.ray,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,383132
example_domain\larry.ray,yelp-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,375426
example_domain\larry.ray,twitter-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,243135
example_domain\larry.ray,vimeo-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,241642
example_domain\larry.ray,youtube-livechat-viewing,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,124599
example_domain\larry.ray,openai-base,artificial-intelligence,The application is allowed provided the user is in the AD group 'managed-user',managed-user,91051
example_domain\larry.ray,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,63353
example_domain\tina.parks,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,9446662857
example_domain\tina.parks,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,729803950
example_domain\tina.parks,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,415392817
example_domain\tina.parks,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,282647040
example_domain\tina.parks,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,204393571
example_domain\tina.parks,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,122709220
example_domain\tina.parks,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,68610152
example_domain\tina.parks,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,59670309
example_domain\tina.parks,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,31331672
example_domain\tina.parks,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,22920139
example_domain\tina.parks,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,10926667
example_domain\tina.parks,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9849086
example_domain\tina.parks,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6310324
example_domain\tina.parks,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3519957
example_domain\tina.parks,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2523652
example_domain\tina.parks,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,486402
example_domain\tina.parks,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,388520
example_domain\tina.parks,google-maps,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,190664
example_domain\tina.parks,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,167888
example_domain\audrey.santos,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,9666713048
example_domain\audrey.santos,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,486135845
example_domain\audrey.santos,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,375508577
example_domain\audrey.santos,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,260982953
example_domain\audrey.santos,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,187420330
example_domain\audrey.santos,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,180239946
example_domain\audrey.santos,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,78479020
example_domain\audrey.santos,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,58776753
example_domain\audrey.santos,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,38035770
example_domain\audrey.santos,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,31607131
example_domain\audrey.santos,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9250974
example_domain\audrey.santos,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,6125796
example_domain\audrey.santos,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6079574
example_domain\audrey.santos,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,5385282
example_domain\audrey.santos,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3365195
example_domain\audrey.santos,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1479986
example_domain\audrey.santos,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,973743
example_domain\audrey.santos,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,398149
example_domain\audrey.santos,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,354122
example_domain\audrey.santos,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,142740
example_domain\susan.murphy,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,9561350774
example_domain\susan.murphy,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,449973134
example_domain\susan.murphy,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,440002882
example_domain\susan.murphy,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,394005093
example_domain\susan.murphy,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,148271703
example_domain\susan.murphy,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,117950032
example_domain\susan.murphy,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,100334177
example_domain\susan.murphy,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,62198027
example_domain\susan.murphy,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,58151070
example_domain\susan.murphy,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,28132179
example_domain\susan.murphy,windows-azure-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,10127077
example_domain\susan.murphy,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,9620303
example_domain\susan.murphy,giphy-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3717584
example_domain\susan.murphy,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3407827
example_domain\susan.murphy,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2825476
example_domain\susan.murphy,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2593605
example_domain\susan.murphy,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2012966
example_domain\susan.murphy,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,1363741
example_domain\susan.murphy,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,326566
example_domain\john.gates,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,8997006537
example_domain\john.gates,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,730512265
example_domain\john.gates,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,401683011
example_domain\john.gates,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,356764701
example_domain\john.gates,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,283056724
example_domain\john.gates,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,280027541
example_domain\john.gates,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,63453383
example_domain\john.gates,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,60190332
example_domain\john.gates,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,55599720
example_domain\john.gates,salesforce-base,erp-crm,The application is allowed provided the user is in the AD group 'managed-user',managed-user,42857465
example_domain\john.gates,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,25728324
example_domain\john.gates,new-relic,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,7288683
example_domain\john.gates,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,6131115
